07:29:49.520657,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,14,07:29:47.812,0.0105970,14,07:29:47.814,a,1926477,,
07:29:49.520734,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,14,07:29:47.812,0.0105970,15,07:29:47.814,a,1926477,,
07:29:49.522227,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,12,07:29:47.815,0.0105970,15,07:29:47.814,b,1926477,,
07:29:49.522276,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,12,07:29:47.815,0.0105970,17,07:29:47.815,a,1926477,,
07:29:49.522325,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,10,07:29:47.815,0.0105970,17,07:29:47.815,b,1926477,,
07:29:49.522471,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,9,07:29:47.815,0.0105970,19,07:29:47.815,ba,1926477,,
07:29:49.52254,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,10,07:29:47.815,0.0105970,19,07:29:47.815,b,1926477,,
07:29:49.522589,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,10,07:29:47.815,0.0105970,21,07:29:47.816,a,1926477,,
07:29:49.522646,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,9,07:29:47.816,0.0105970,21,07:29:47.816,b,1926477,,
07:29:49.573854,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,9,07:29:47.816,0.0105970,8,07:29:47.821,a,1926477,,
07:29:49.573918,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,10,07:29:47.821,0.0105970,8,07:29:47.821,b,1926477,,
07:29:49.573979,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,10,07:29:47.821,0.0105970,6,07:29:47.821,a,1926477,,
07:29:49.574038,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,10,07:29:47.821,0.0105970,11,07:29:47.825,a,1926477,,
07:29:49.574098,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,8,07:29:47.828,0.0105970,11,07:29:47.825,b,1926477,,
07:29:49.574157,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,7,07:29:47.828,0.0105970,11,07:29:47.825,b,1926477,,
07:29:49.574215,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,9,07:29:47.837,0.0105970,11,07:29:47.825,b,1926477,,
07:29:49.574322,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,10,07:29:47.911,0.0105970,11,07:29:47.825,b,1926477,,
07:29:49.628793,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,10,07:29:47.911,0.0105970,10,07:29:47.911,a,1926477,,
07:29:49.628857,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,12,07:29:47.913,0.0105970,10,07:29:47.911,b,1926477,,
07:29:49.628917,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,14,07:29:47.913,0.0105970,10,07:29:47.911,b,1926477,,
07:29:49.628976,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,16,07:29:47.913,0.0105970,10,07:29:47.911,b,1926477,,
07:29:49.629035,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,16,07:29:47.913,0.0105970,8,07:29:47.913,a,1926477,,
07:29:49.629093,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,16,07:29:47.913,0.0105970,6,07:29:47.914,a,1926477,,
07:29:49.629151,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,16,07:29:47.913,0.0105970,5,07:29:47.914,a,1926477,,
07:29:49.62921,Q,@JYM13,0.0105930,1,13:11:07.943,0.0105970,1,07:29:47.813,56095,0.0105960,17,07:29:47.915,0.0105970,5,07:29:47.914,b,1926477,,
